Topic,Subject,Start Date,Start Time,End Date,End Time,Speaker(s),Description,Location,URL
,Google Sheets: Scraping without coding (repeat session),2018-03-10,2:15 p.m.,2018-03-10,3:15 p.m.,Samantha Sunne,"Yes, you can scrape data without using code -- in fact, all you need is Google Sheets! We'll be using Excel-type formulas (don't worry if you don't know what those are, either) to make simple scrapers that automatically pull data into Google Sheets. It's the best way to get around clunky websites and unhelpful PIOs!
*Please note: You must bring your own laptop to participate in this class. You also need to have a Google account.
This session is good for: Beginners who want to start using data for their stories.
",Grace,http://ire.org/events-and-training/event/3189/3700/
,R: Collecting and analyzing Twitter data,2018-03-10,2:15 p.m.,2018-03-10,3:15 p.m.,Michael Kearney,"This session would provide an in-depth introduction to working with Twitter's REST and Stream APIs to gather and analyze publicly available Twitter data. The session will provide an overview of the available APIs along with step-by-step examples of searching for tweets and users; retrieving user timelines, favorites, followers and friends; looking up statuses and users; and live-streaming statuses via keyword tracking, following users and random sampling. Featured in the session will be the rtweet package, the updated successor package to the popular [but deprecated] twitteR package.
This session is good for: Anyone interested in collecting, analyzing, or understanding the strengths and limitations of Twitter data. You don't need a working knowledge of APIs.
",Northwestern/Ohio St,http://ire.org/events-and-training/event/3189/3642/
javascript,JavaScript: Writing reusable chart modules in D3,2018-03-10,2:15 p.m.,2018-03-10,3:15 p.m.,"Sarah Frostenson, Jeremy C.F. Lin","Tired of making the same line chart again and again? We'll teach you how to write your own reusable chart module in D3, adhering to the basic principles outlined in Mike Bostock's post Towards Reusable Charts. This session is for advanced users of D3 and will talk about how to write code that can work with any dataset. We'll also address how to use node's module syntax as a framework for organizing your code.
This session is good for: Advanced users of D3. 
",Lincolnshire,http://ire.org/events-and-training/event/3189/3640/
,Digging into data for stories (cont'd-Saturday) *pre-registered attendees only,2018-03-10,2:15 p.m.,2018-03-10,5:45 p.m.,TBA,"This is a continuation of Digging into data for stories: A crash course from Friday, March 9 for pre-registered attendees of this class.
",Michigan/Michigan St & Purdue/Wisconsin,http://ire.org/events-and-training/event/3189/3503/
>>>>>>> origin
python,Python: Let's scrape a website,2018-03-10,2:15 p.m.,2018-03-10,3:15 p.m.,Melissa Lewis,"This hands-on training will illustrate how Python can be used to grab a lot of data from a website at once, whether by pulling content from a page or interacting with forms. You'll want to be comfortable writing loops in Python, though you won't necessarily need to be able to write a function from scratch!
This session is good for people who feel comfortable with Python's data types and control flow (if/else, loops). Experience with HTML is a plus but not necessary.
Note: It would be useful to attend the commons session ""How the Internet Works"" in advance if you're not familiar with the topic already.
",Sheffield,http://ire.org/events-and-training/event/3189/3629/
<<<<<<< HEAD
,Shoot us straight: Correctly using data and docs on guns,2018-03-10,2:15 p.m.,2018-03-10,3:15 p.m.,"Nick Penzenstadler, Matt Drange, Kim Smith","Shotspotter? Federal Firearms Licenses? Trace data? We'll help you sort out what data and documents you should routinely gather for reporting on guns, where you're wasting your time and when it's time to build from the ground up. We'll cover common pitfalls and how to accurately cover the gun industry, firearm violence and regulatory agencies. You'll leave with: sample data on guns, tips on finding sources and tips on reliable data streams.
",Grand Ballroom I,http://ire.org/events-and-training/event/3189/3583/
javascript,JavaScript: Writing reusable chart modules in D3,2018-03-10,2:15 p.m.,2018-03-10,3:15 p.m.,"Sarah Frostenson, Jeremy C.F. Lin","Tired of making the same line chart again and again? We'll teach you how to write your own reusable chart module in D3, adhering to the basic principles outlined in Mike Bostock's post Towards Reusable Charts. This session is for advanced users of D3 and will talk about how to write code that can work with any dataset. We'll also address how to use node's module syntax as a framework for organizing your code.
This session is good for: Advanced users of D3. 
",Lincolnshire,http://ire.org/events-and-training/event/3189/3640/
,Google Sheets: Scraping without coding (repeat session),2018-03-10,2:15 p.m.,2018-03-10,3:15 p.m.,Samantha Sunne,"Yes, you can scrape data without using code -- in fact, all you need is Google Sheets! We'll be using Excel-type formulas (don't worry if you don't know what those are, either) to make simple scrapers that automatically pull data into Google Sheets. It's the best way to get around clunky websites and unhelpful PIOs!
*Please note: You must bring your own laptop to participate in this class. You also need to have a Google account.
This session is good for: Beginners who want to start using data for their stories.
",Grace,http://ire.org/events-and-training/event/3189/3700/
,Conversation: Bootstrapping a small team,2018-03-10,3:30 p.m.,2018-03-10,4:30 p.m.,"Jon McClure, Lily Mihalik","Starting from scratch. We'll cover how to find talent, integrate with the newsroom and our open source approach to team policies, mission, and workflow.
",Halsted,http://ire.org/events-and-training/event/3189/3690/
,Setting up a reproducible data analysis workflow in R,2018-03-10,3:30 p.m.,2018-03-10,4:30 p.m.,Andrew Tran,"You will save time, produce better results, create more trusted analyses, reduce risk of errors and encourage collaboration by implementing reproducible data analysis workflow techniques for data journalism. We will be going over R Notebooks and RMarkdown to weave together narrative text and code to produce elegantly formatted PDFs and HTML for sharing. We will walk through hosting these reports and raw data files on GitHub Pages. We will discuss best practices on how to structure your projects and repos. And if there is time, you will learn how to turn specific scripts into generalized functions to be used in future analyses.
This session is good for: R users interested in improving their workflow
",Northwestern/Ohio St,http://ire.org/events-and-training/event/3189/3643/
,Securing your devices for border crossings (Security Track),2018-03-10,3:30 p.m.,2018-03-10,4:30 p.m.,Saleem Khan,"New or increased threats face journalists crossing borders into the United States and internationally, particularly for their devices and the information they can access. This session aims to introduce participants to fundamental threat modeling, security hygiene, and ways to protect devices and data. Key topics include intrusion detection, securing communications and data encryption. This workshop will help attendees to understand digital security threats and methods to guard your devices and data.
This is session is good for: Anyone interested in securing their devices. Bring your own phone and laptop.
This session was planned in collaboration with the Freedom of the Press Foundation.
",Grace,http://ire.org/events-and-training/event/3189/3677/
=======
python,Python 3: Data cleaning and visualization with Pandas and Matplotlib  (repeat session),2018-03-10,3:30 p.m.,2018-03-10,4:30 p.m.,Geoff Hing,"Now that you've got a handle on Pandas, it's time to jump into some advanced topics. You know how to import a dataset, but what happens when you load the data and nothing looks right? We'll walk through cleaning up a dirty dataset with Pandas. Then we'll jump into the fun part: visualizing the data you've analyzed with Matplotlib.
This session is good for: People who can load and perform basic summary and grouping functions in Pandas.
",Sheffield,http://ire.org/events-and-training/event/3189/3708/
,Conversation: Bootstrapping a small team,2018-03-10,3:30 p.m.,2018-03-10,4:30 p.m.,"Jon McClure, Lily Mihalik","Starting from scratch. We'll cover how to find talent, integrate with the newsroom and our open source approach to team policies, mission, and workflow.
",Halsted,http://ire.org/events-and-training/event/3189/3690/
,"I'm entitled to a spreadsheet, dang it!",2018-03-10,3:30 p.m.,2018-03-10,4:30 p.m.,"Steven Rich, Sarah Ryley, Annie Waldman","Public records requests for data come with their own unique set of challenges — from agencies that insist their databases can only export documents, to those that will only send a fraction of the fields that are disclosable under the law. We'll give you tips on writing rock-solid public records request for data, and how to respond to the common excuses used to deny these requests. Topics will include: Common sources that prove the agency has a database and can export data; statute, case law and language to make it more likely you'll receive data (versus a PDF, or even worse, scans of redacted printouts); how to negotiate the confidentiality issues that come with medical and educational data; and managing the mass FOIA request project. We'll provide a sample data request, a few good war stories, and links to helpful resources.
",Grand Ballroom II,http://ire.org/events-and-training/event/3189/3572/
,Beyond the ânerd box:â How to explain methodology better,2018-03-10,3:30 p.m.,2018-03-10,4:30 p.m.,"Evie Liu, Jeff South, Stephen Stirling","You've done all the data crunching and reporting, now it's time to sit down and explain how you did it. Feeling overwhelmed by too many information and worried nobody would read it? We've all been there. Some of us call it the “nerd box”, but we certainly hope the methodology section could reach beyond nerds. In this panel, a few experienced data journalists will talk about their approach to explaining the methodology and how we can improve to make it better. Topics we'll touch on include: How to assure the visibility of important caveats and avoid confusion? How to set realistic expectation on readers' data literacy? How to accommodate readers with different levels of interest? Is there any other way to describe methodology other than lengthy text? How to include the methodology for non-digital mediums like broadcast, radio, print or even social media? Join us for a rewarding discussion.
",Grand Ballroom I,http://ire.org/events-and-training/event/3189/3538/
,"Csvkit, a command-line tool for reporters",2018-03-10,3:30 p.m.,2018-03-10,4:30 p.m.,Christian McDonald,"Ever struggled with large data sets? Or need to quickly join or merge datasets without the benefit of a database? We will show you how to harness the awesome power of csvkit to wrangle large datasets on the command line. It's easy to use, fast and powerful. It's a must in every data journalist's toolbox.
This session is good for: People who want a solution for working with multiple CSV files without having to open Excel or to join or merge files without a database.
",Lincolnshire,http://ire.org/events-and-training/event/3189/3650/
,Setting up a reproducible data analysis workflow in R,2018-03-10,3:30 p.m.,2018-03-10,4:30 p.m.,Andrew Tran,"You will save time, produce better results, create more trusted analyses, reduce risk of errors and encourage collaboration by implementing reproducible data analysis workflow techniques for data journalism. We will be going over R Notebooks and RMarkdown to weave together narrative text and code to produce elegantly formatted PDFs and HTML for sharing. We will walk through hosting these reports and raw data files on GitHub Pages. We will discuss best practices on how to structure your projects and repos. And if there is time, you will learn how to turn specific scripts into generalized functions to be used in future analyses.
This session is good for: R users interested in improving their workflow
",Northwestern/Ohio St,http://ire.org/events-and-training/event/3189/3643/
,Securing your devices for border crossings (Security Track),2018-03-10,3:30 p.m.,2018-03-10,4:30 p.m.,Matthew Mitchell,"The year 2017 has ushered in a variety of tumultuous changes to regulations regarding travel, in the United States and abroad. These new regulations directly affect how journalists move between borders with their devices, and how digital material is accessed and stored. From intrusion detection to VPN policies, to full-disk encryption; this workshop will help you safeguard your devices as you move about the globe.
This session is good for: Anyone interested in securing their devices. Bring your own laptop and phone to the workshop.
This session was planned in collaboration with the Freedom of the Press Foundation.
",Grace,http://ire.org/events-and-training/event/3189/3677/
,Digital mindset for storytelling,2018-03-10,3:30 p.m.,2018-03-10,4:30 p.m.,"Rich Gordon, Amaya Verde, Robert Benincasa","From the very beginning of an idea, what are the best ways to develop stories with a digital mindset? Learn key workflows, strategies and tools for gathering all of the pieces needed to tell a compelling story online. Hear about special considerations for data-driven stories and how to avoid overwhelming readers with numbers and stats. We'll discuss tools, platforms and best practices for digital storytelling, and show examples of how content can drive decisions about images, data visualization and narrative approaches.
",Addison,http://ire.org/events-and-training/event/3189/3584/
>>>>>>> origin
,Demographics: Beyond Census,2018-03-10,3:30 p.m.,2018-03-10,4:30 p.m.,"D'Vera Cohn, Paul Overberg, Tim Henderson","Demographics are life, and the way we live shapes everything else we write about. And it's not just Census numbers: When it comes to demographic data, the Census Bureau isn't the only game in town. Many institutions and agencies run surveys or programs that can be mined for details about people and housing. This session is a look at little-used sources and techniques that will give you better insight and story ideas.
",Grand Ballroom III,http://ire.org/events-and-training/event/3189/3575/
,Quackbot tool for Slack,2018-03-10,3:30 p.m.,2018-03-10,4:30 p.m.,Aron Pilhofer,"Learn how to put a new tool called Quackbot to work for you in Slack. DocumentCloud and Quartz created Quackbot as a fully hosted and friendly interface to open-source tools. Learn tricks such as grabbing screenshots from web pages, finding reliable data on key topics and directing the Internet Archive to save a copy of any specific web page.
",Clark,http://ire.org/events-and-training/event/3189/3600/
<<<<<<< HEAD
,Digital mindset for storytelling,2018-03-10,3:30 p.m.,2018-03-10,4:30 p.m.,"Rich Gordon, Amaya Verde, Robert Benincasa","From the very beginning of an idea, what are the best ways to develop stories with a digital mindset? Learn key workflows, strategies and tools for gathering all of the pieces needed to tell a compelling story online. Hear about special considerations for data-driven stories and how to avoid overwhelming readers with numbers and stats. We'll discuss tools, platforms and best practices for digital storytelling, and show examples of how content can drive decisions about images, data visualization and narrative approaches.
",Addison,http://ire.org/events-and-training/event/3189/3584/
,"I'm entitled to a spreadsheet, dang it!",2018-03-10,3:30 p.m.,2018-03-10,4:30 p.m.,"Steven Rich, Sarah Ryley, Annie Waldman","Public records requests for data come with their own unique set of challenges — from agencies that insist their databases can only export documents, to those that will only send a fraction of the fields that are disclosable under the law. We'll give you tips on writing rock-solid public records request for data, and how to respond to the common excuses used to deny these requests. Topics will include: Common sources that prove the agency has a database and can export data; statute, case law and language to make it more likely you'll receive data (versus a PDF, or even worse, scans of redacted printouts); how to negotiate the confidentiality issues that come with medical and educational data; and managing the mass FOIA request project. We'll provide a sample data request, a few good war stories, and links to helpful resources.
",Grand Ballroom II,http://ire.org/events-and-training/event/3189/3572/
,"Csvkit, a command-line tool for reporters",2018-03-10,3:30 p.m.,2018-03-10,4:30 p.m.,Christian McDonald,"Ever struggled with large data sets? Or need to quickly join or merge datasets without the benefit of a database? We will show you how to harness the awesome power of csvkit to wrangle large datasets on the command line. It's easy to use, fast and powerful. It's a must in every data journalist's toolbox.
This session is good for: People who want a solution for working with multiple CSV files without having to open Excel or to join or merge files without a database.
",Lincolnshire,http://ire.org/events-and-training/event/3189/3650/
python,Python: Intro to machine learning,2018-03-10,3:30 p.m.,2018-03-10,4:30 p.m.,"Forest Gregg, Jean Cochrane","In this session, we'll show you how to use machine learning to save you lots of time in the cleaning and preparation of data — deduplication, entity extraction, parsing and classifying. 
This session is good for: People who regularly do data cleaning now with python.
",Great America,http://ire.org/events-and-training/event/3189/3632/
,Beyond the ânerd box:â How to explain methodology better,2018-03-10,3:30 p.m.,2018-03-10,4:30 p.m.,"Evie Liu, Jeff South, Stephen Stirling","You've done all the data crunching and reporting, now it's time to sit down and explain how you did it. Feeling overwhelmed by too many information and worried nobody would read it? We've all been there. Some of us call it the “nerd box”, but we certainly hope the methodology section could reach beyond nerds. In this panel, a few experienced data journalists will talk about their approach to explaining the methodology and how we can improve to make it better. Topics we'll touch on include: How to assure the visibility of important caveats and avoid confusion? How to set realistic expectation on readers' data literacy? How to accommodate readers with different levels of interest? Is there any other way to describe methodology other than lengthy text? How to include the methodology for non-digital mediums like broadcast, radio, print or even social media? Join us for a rewarding discussion.
",Grand Ballroom I,http://ire.org/events-and-training/event/3189/3538/
python,Python 3: Data cleaning and visualization with Pandas and Matplotlib  (repeat session),2018-03-10,3:30 p.m.,2018-03-10,4:30 p.m.,Geoff Hing,"Now that you've got a handle on Pandas, it's time to jump into some advanced topics. You know how to import a dataset, but what happens when you load the data and nothing looks right? We'll walk through cleaning up a dirty dataset with Pandas. Then we'll jump into the fun part: visualizing the data you've analyzed with Matplotlib.
This session is good for: People who can load and perform basic summary and grouping functions in Pandas.
",Sheffield,http://ire.org/events-and-training/event/3189/3708/
,Find model legislation,2018-03-10,4:45 p.m.,2018-03-10,5:45 p.m.,"Evan Wyloge, Justin Price","Nearly identical legislation introduced in multiple states, or “model legislation,” comes from national or regional industry associations, individual companies, or policy think-tanks and advocacy groups. Learn how reporters at the Arizona Center for Investigative Reporting adapted a University of Chicago project in order to find model legislation in your state. This demo will walk you through every step, so anyone can get started on this valuable reporting.
",Clark,http://ire.org/events-and-training/event/3189/3607/
,Design for non-designers (Design Track),2018-03-10,4:45 p.m.,2018-03-10,5:45 p.m.,"Lena Groeger, Angelica McKinley","Anyone can improve the design and usability of a journalistic project (from a basic story page to an interactive graphic) with a few simple fixes. Even if you have zero experience in design and concepts like ""alignment"" and ""contrast"" seem like technical jargon, this session is for you. We'll go through 10 design rules of thumb, covering everything from typography to interaction to color, and apply them to real live news examples. By the end of this workshop, you'll be able to recognize poor designs and identify how to fix them, and you'll be on your way to creating your own designs with better organization, unity and clarity.
",Grand Ballroom III,http://ire.org/events-and-training/event/3189/3564/
=======
python,Python: Intro to machine learning,2018-03-10,3:30 p.m.,2018-03-10,4:30 p.m.,"Forest Gregg, Jean Cochrane","In this session, we'll show you how to use machine learning to save you lots of time in the cleaning and preparation of data — deduplication, entity extraction, parsing and classifying. 
This session is good for: People who regularly do data cleaning now with python.
",Great America,http://ire.org/events-and-training/event/3189/3632/
,Creating a data culture that lasts,2018-03-10,4:45 p.m.,2018-03-10,5:45 p.m.,"Annie Daniel, Tom Meagher, Mark Nichols","How can news organizations create a sustainable culture for data and interactive journalism? In some cases, when one dynamic, charismatic CAR leader leaves for a new job, the data team left behind suffers and struggles to rebuild. Get practical advice and tips on ways to build a data culture in your newsroom that's sustainable and independent of any one staffer. How can data teams make a lasting impact on newsroom leadership and culture?
",Grand Ballroom I,http://ire.org/events-and-training/event/3189/3578/
,"One map, no code: The power of Mapbox Studio",2018-03-10,4:45 p.m.,2018-03-10,5:45 p.m.,"Lo Benichou, Casey Miller","Think you need code to make a highly customized data-driven map? We're here to show you that you don't. In this session, we're going to make a choropleth map and show you how to fine-tune the smallest details with Mapbox Studio. 
*Please note: You must bring your own laptop to participate in this class.
This session is good for: All skill levels. No JavaScript knowledge required, but basic computer literacy is necessary. You will also need a Mapbox account. 
",Grace,http://ire.org/events-and-training/event/3189/3656/
command line,Exploring data on the command line with VisiData,2018-03-10,4:45 p.m.,2018-03-10,5:45 p.m.,Jeremy Singer-Vine,"VisiData is a new tool for quickly exploring datasets. It's fast, powerful and keyboard-driven, and it's often the first piece of software I use to examine new data. In this hands-on session, you'll learn VisiData's essentials commands — including how to sort, filter, summarize and aggregate.
This session is good for: People who have a basic familiarity with their computer's command line interface. No programming experience is required, though knowledge of Python is a plus.
",Great America,http://ire.org/events-and-training/event/3189/3630/
,R 3: Gathering and cleaning data in R (repeat session),2018-03-10,4:45 p.m.,2018-03-10,5:45 p.m.,Larry Fenn,"Learn how to use R to scrape data from web pages, access APIs and transform the results into usable data. This session will also focus on how to clean and structure the data you've gathered in preparation for analysis using tidyverse packages.
This session is good for: People who have used R and have a basic understanding of how to retrieve data from APIs.
",Sheffield,http://ire.org/events-and-training/event/3189/3712/
>>>>>>> origin
,R: Machine learning and data models,2018-03-10,4:45 p.m.,2018-03-10,5:45 p.m.,Mary Ryan,"Take your statistical analysis skills to the next level when you learn how to measure the relationships within correlated and clustered data in R.
This session is good for: People who are comfortable working in R and have taken 'Stats: An introduction' and 'Stats 2: Linear Regression,' or who have a strong familiarity multiple linear regression.
",Northwestern/Ohio St,http://ire.org/events-and-training/event/3189/3645/
,Conversation: Journalism educators roundtable,2018-03-10,4:45 p.m.,2018-03-10,5:45 p.m.,"Mark Horvit, Mindy McAdams","If you teach a data course or are thinking about starting one, join us for a conversation about what works best when working with students. Bring examples of what you've tried that's really worked or what you're planning to implement that you're excited about. We hope everyone will leave with new ideas and approaches.
",Halsted,http://ire.org/events-and-training/event/3189/3601/
,Turning your documents into data,2018-03-10,4:45 p.m.,2018-03-10,5:45 p.m.,"Steven Rich, Janet Roberts, Mike Tigas","So, you have a stack of paper records or a website filled with useful information that's not in an easy-to-use table. Now what? Learn about tools, tactics and workflows to transform those documents into data for a story.
",Grand Ballroom II,http://ire.org/events-and-training/event/3189/3537/
,Investigating political influence in the Trump era (Election/Politics Track),2018-03-10,4:45 p.m.,2018-03-10,5:45 p.m.,"James Grimaldi, Robert Maguire, Megan Luther, Andrew Lehren","As newly ascendant factions like the alt-right and new types of influences like White House-linked dark money groups converge with unprecedented conflicts of interest, this panel will explore the ways that both traditional and non-traditional actors attempt to exert influence over key players in the White House and shape Congress. What data can you use to tell the story about this movement?
",Addison,http://ire.org/events-and-training/event/3189/3729/
"spreadsheets, web development",Programming recipes: Accessing Amazon's IRS Form 990 public data,2018-03-10,4:45 p.m.,2018-03-10,5:45 p.m.,Michele Tranquilli,"In this class you will run through some useful programming recipes for accessing Amazon's public feed of IRS Form 990 data. The scripts you use will be written in PHP, but the concepts can be generalized to any language. 
This session is good for: Journalists with some programming experience.
",Lincolnshire,http://ire.org/events-and-training/event/3189/3672/
<<<<<<< HEAD
,R 3: Gathering and cleaning data in R (repeat session),2018-03-10,4:45 p.m.,2018-03-10,5:45 p.m.,Larry Fenn,"Learn how to use R to scrape data from web pages, access APIs and transform the results into usable data. This session will also focus on how to clean and structure the data you've gathered in preparation for analysis using tidyverse packages.
This session is good for: People who have used R and have a basic understanding of how to retrieve data from APIs.
",Sheffield,http://ire.org/events-and-training/event/3189/3712/
,Creating a data culture that lasts,2018-03-10,4:45 p.m.,2018-03-10,5:45 p.m.,"Annie Daniel, Tom Meagher, Mark Nichols","How can news organizations create a sustainable culture for data and interactive journalism? In some cases, when one dynamic, charismatic CAR leader leaves for a new job, the data team left behind suffers and struggles to rebuild. Get practical advice and tips on ways to build a data culture in your newsroom that's sustainable and independent of any one staffer. How can data teams make a lasting impact on newsroom leadership and culture?
",Grand Ballroom I,http://ire.org/events-and-training/event/3189/3578/
,Investigating political influence in the Trump era (Election/Politics Track),2018-03-10,4:45 p.m.,2018-03-10,5:45 p.m.,"James Grimaldi, Robert Maguire, Megan Luther, Andrew Lehren","Learn how to get data to expose both the hidden and traditional influence-peddling of lobbyists toiling to persuade the White House and Congress. We will navigate the murky industry of foreign lobbying, explore the world of “Dark Money” in political nonprofits, help you uncover the “New Dark Money” filtering into the president's pockets and show you a burgeoning new form of Astroturf lobbying that's flooding government websites to influence decision-makers.
 
",Addison,http://ire.org/events-and-training/event/3189/3729/
command line,Exploring data on the command line with VisiData,2018-03-10,4:45 p.m.,2018-03-10,5:45 p.m.,Jeremy Singer-Vine,"VisiData is a new tool for quickly exploring datasets. It's fast, powerful and keyboard-driven, and it's often the first piece of software I use to examine new data. In this hands-on session, you'll learn VisiData's essentials commands — including how to sort, filter, summarize and aggregate.
This session is good for: People who have a basic familiarity with their computer's command line interface. No programming experience is required, though knowledge of Python is a plus.
",Great America,http://ire.org/events-and-training/event/3189/3630/
,Conversation: Journalism educators roundtable,2018-03-10,4:45 p.m.,2018-03-10,5:45 p.m.,"Mark Horvit, Mindy McAdams","If you teach a data course or are thinking about starting one, join us for a conversation about what works best when working with students. Bring examples of what you've tried that's really worked or what you're planning to implement that you're excited about. We hope everyone will leave with new ideas and approaches.
",Halsted,http://ire.org/events-and-training/event/3189/3601/
,"One map, no code: The power of Mapbox Studio",2018-03-10,4:45 p.m.,2018-03-10,5:45 p.m.,"Lo Benichou, Casey Miller","Think you need code to make a highly customized data-driven map? We're here to show you that you don't. In this session, we're going to make a choropleth map and show you how to fine-tune the smallest details with Mapbox Studio. 
*Please note: You must bring your own laptop to participate in this class.
This session is good for: All skill levels. No JavaScript knowledge required, but basic computer literacy is necessary. You will also need a Mapbox account. 
",Grace,http://ire.org/events-and-training/event/3189/3656/
javascript,JavaScript: Reactive frameworks without fear,2018-03-11,9:00 a.m.,2018-03-11,10:00 a.m.,"Tyler Fisher, Jon McClure","React, Vue, Svelte, Angular – reactive JavaScript frameworks are a dime a dozen, and they're all pretty intimidating. In this session, we'll give you a high-level overview of what these frameworks do and how you should think about using them. We'll also dive into the basic usage of a couple of the more popular options – React and Vue.
This session is good for: People who have written some JavaScript and want to level up their skills.
",Great America,http://ire.org/events-and-training/event/3189/3637/
,CAR Conference Sales (Sunday),2018-03-11,9:00 a.m.,2018-03-11,10:30 a.m.,TBA,"Stop by the CAR Conference sales table and browse our merchandise, including the IRE bookstore's most popular titles and shirts with the winning design from the T-shirt contest.
",7th Floor Foyer,http://ire.org/events-and-training/event/3189/3765/
spreadsheets,Excel 3: Pivot tables (repeat session),2018-03-11,9:00 a.m.,2018-03-11,10:00 a.m.,Megan Luther,,Northwestern/Ohio St,http://ire.org/events-and-training/event/3189/3702/
,Sensor journalism: How do we do it and what are the limits?,2018-03-11,9:00 a.m.,2018-03-11,10:00 a.m.,"Michael Corey, Marianne Bouchart, Denise Lu, Kelly Calagna","Journalists are using a wide range of sensors to find stories, from spectrometers in space to cameras on drones to Raspberry Pis on the street. We'll talk about our processes, what we'd like to see more of, the challenges, and discuss the variety of ethical frameworks that may overlap and even contradict each other.
",Addison,http://ire.org/events-and-training/event/3189/3549/
,OpenElections (Election/Politics Track),2018-03-11,9:00 a.m.,2018-03-11,12:30 p.m.,"Serdar Tumgoren, Derek Willis","We're working on turning election results into data, and you can join us. Whether you have scraping skills, can parse PDFs or help find the official sources of election results in a state, you can help OpenElections make more election results data available to journalists and researchers. We'll have prizes for contributors, too!
",Belmont,http://ire.org/events-and-training/event/3189/3695/
python,Python: Let's scrape a website (repeat session),2018-03-11,9:00 a.m.,2018-03-11,10:00 a.m.,Alex Richards,"This hands-on training will illustrate how Python can be used to grab a lot of data from a website at once, whether by pulling content from a page or interacting with forms. You'll want to be comfortable writing loops in Python, though you won't necessarily need to be able to write a function from scratch!
This session is good for people who feel comfortable with Python's data types and control flow (if/else, loops). Experience with HTML is a plus but not necessary.
Note: It would be useful to attend the commons session ""How the Internet Works"" in advance if you're not familiar with the topic already.
",Indiana/Iowa,http://ire.org/events-and-training/event/3189/3709/
=======
,Design for non-designers (Design Track),2018-03-10,4:45 p.m.,2018-03-10,5:45 p.m.,"Lena Groeger, Angelica McKinley","Anyone can improve the design and usability of a journalistic project (from a basic story page to an interactive graphic) with a few simple fixes. Even if you have zero experience in design and concepts like ""alignment"" and ""contrast"" seem like technical jargon, this session is for you. We'll go through 10 design rules of thumb, covering everything from typography to interaction to color, and apply them to real live news examples. By the end of this workshop, you'll be able to recognize poor designs and identify how to fix them, and you'll be on your way to creating your own designs with better organization, unity and clarity.
",Grand Ballroom III,http://ire.org/events-and-training/event/3189/3564/
,Find model legislation,2018-03-10,4:45 p.m.,2018-03-10,5:45 p.m.,"Evan Wyloge, Justin Price","Nearly identical legislation introduced in multiple states, or “model legislation,” comes from national or regional industry associations, individual companies, or policy think-tanks and advocacy groups. Learn how reporters at the Arizona Center for Investigative Reporting adapted a University of Chicago project in order to find model legislation in your state. This demo will walk you through every step, so anyone can get started on this valuable reporting.
",Clark,http://ire.org/events-and-training/event/3189/3607/
>>>>>>> origin
,Digging into data for stories (cont'd-Sunday) *pre-registered attendees only,2018-03-11,9:00 a.m.,2018-03-11,12:30 p.m.,TBA,"This is a continuation of Digging into data for stories: A crash course from Friday, March 9 and Saturday, March 10 for pre-registered attendees of this class.
",Michigan/Michigan St & Purdue/Wisconsin,http://ire.org/events-and-training/event/3189/3504/
,Cryptoparty (Security Track),2018-03-11,9:00 a.m.,2018-03-11,10:00 a.m.,"Jeff Larson, Martin Shelton, Mike Tigas, Camille Fassett, Freddy Martinez","Several conference sessions cover tools and applications to improve security for you and your sources. Now that you've heard about them, you're probably itching to try them out. We'll be available to help anybody with a laptop or a smartphone to install more secure software and learn how to use it right. We will rely on volunteers to help out, so what you're able to install and how long it takes will depend on demand. Remember also that you must have administrative privileges on your machine. If you're blocked from these privileges, we won't be able to override that.
This session was planned in collaboration with the Freedom of the Press Foundation.
",Clark,http://ire.org/events-and-training/event/3189/3531/
,No passport needed: How to find relevant international data,2018-03-11,9:00 a.m.,2018-03-11,10:00 a.m.,"Giannina Segnini, Nana Boakye-Yiadom, Pinar Dag","Are you still calling colleagues overseas to get international records? There are oceans of relevant datasets across the world that can be accessed instantaneously. This session will explore the best methods and resources to find relevant cross-border data for your reporting.
",Grand Ballroom I,http://ire.org/events-and-training/event/3189/3571/
,Serverless applications for the newsroom,2018-03-11,9:00 a.m.,2018-03-11,10:00 a.m.,"Aaron Krolik, Jeremy Merrill","Do you love writing code but hate dealing with devops? Do you stress about application reliability? In this session we'll write a simple app, deploy it to AWS Lambda and learn useful design patterns for building and maintaining serverless applications.
Before this class, please sign up for an Amazon Web Services account if you don't have one already. Establishing an account is free; your account will be linked to your Amazon shopping account. (Lambda function usage will fall under the free tier for this session.)
This session is good for: People with basic programming experience in JavaScript who don't like devops or have trouble convincing their bosses to pay for servers.
",Lincolnshire,http://ire.org/events-and-training/event/3189/3671/
<<<<<<< HEAD
javascript,JavaScript: Build a Leaflet.js map,2018-03-11,10:15 a.m.,2018-03-11,11:15 a.m.,Lucio Villa,"In this session we will be building a map using Leaflet.js, a popular open-source JavaScript mapping library. The map will display both markers and shapes. We will provide some resources on where to find data to build a map and how to create your own data as well. We will be working with JSON, GeoJSON and KML data.
This session is good for: People who are familiar with basic JavaScript syntax and data types.
",Indiana/Iowa,http://ire.org/events-and-training/event/3189/3638/
